Datetime,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
2004-07-03 04:00:00,1.1340873048095523,828.0,149.80351311705115,2.8,639.0,27.0,1077.0,41.0,1371.0,573.0,22.6,43.0,1.1629
2004-07-03 05:00:00,0.9851630214047069,892.0,167.72634782180776,4.5,739.0,74.0,964.0,68.0,1360.6759662360987,768.0,20.2,50.7,1.1844
2004-07-03 06:00:00,1.3018897665984301,914.0,203.64943808898468,5.9,809.0,69.0,912.0,69.0,1530.0,807.0,20.5,49.3,1.176
2004-07-03 07:00:00,2.2660509644386986,1096.0,185.43793341160307,11.1,1017.0,162.0,722.0,101.0,1743.0,1204.0,21.4,48.0,1.2086
2004-07-03 08:00:00,3.1643121301489088,1173.0,282.1319855961058,14.4,1130.0,208.0,648.0,120.0,1885.0,1401.0,23.2,43.9,1.2344
2004-07-03 09:00:00,2.4160466384732953,1125.0,267.2921458652236,11.1,1016.0,168.0,712.0,124.0,1725.0,1256.0,25.3,37.682923744506745,1.2921
2004-07-03 10:00:00,2.4097528447118965,1079.0,210.7108707214963,9.9,976.0,139.0,781.0,113.0,1669.0,999.0,29.9,31.1,1.2883
2004-07-03 11:00:00,1.946052121334837,974.0,198.37161353738367,8.237350115546354,927.4665080591678,104.0,872.0,97.0,1536.0,712.0,33.9,21.3,1.2334453854427008
2004-07-03 12:00:00,1.8565455451370916,977.0,202.39158441912593,10.011553910961842,973.0,99.0,865.0,94.0,1550.0,712.0,36.3,16.0,0.9465
2004-07-03 13:00:00,1.3846274878679332,968.5763637172087,212.92725362347048,7.4,873.0,89.0,946.0,86.0,1436.0,614.0,36.6,15.2,0.9177
2004-07-03 14:00:00,1.3756131447168145,896.0,202.57897520268926,6.1,817.0,57.0,992.0,70.0,1426.0,554.0,37.4,15.8,0.9998
2004-07-03 15:00:00,1.3618647208555719,896.0,231.06392924756176,6.2,822.0,64.0,1002.0,70.0,1391.0,722.0,37.9,15.0,0.9721
2004-07-03 16:00:00,1.5987566944089184,956.0,215.95500697232978,7.1,862.0,65.0,930.0,82.0,1479.0,636.0,38.0,16.8,1.0933
2004-07-03 17:00:00,1.7361103482164901,970.0,217.72638284388117,8.0,900.0,79.0,909.0,93.0,1544.835778610519,664.0,36.9,17.5,1.0789
2004-07-03 18:00:00,1.7743668927286782,929.0,308.5246339469758,7.3,869.0,80.0,942.0,89.0,1454.0,624.0,35.3,17.0,0.9561
2004-07-03 19:00:00,1.877793361688366,947.0,276.4785328172944,8.7,865.5044792304822,81.0,905.0,90.0,1484.0,578.7547406888643,31.9,20.4,0.9462
2004-07-03 20:00:00,1.5872678075037046,1003.0,164.42506686778196,7.5,880.0,59.0,864.0,67.0,1537.0,695.0,29.1,29.6,1.1792
2004-07-03 21:00:00,1.9453884876319951,1043.6758835549326,206.2985374815771,9.0,940.0,90.0,822.0,94.0,1658.0,920.0,27.4,33.4,1.2022
2004-07-03 22:00:00,2.7896332829215553,1054.2779539997484,248.62201343422262,11.6,1035.0,122.0,728.0,109.0,1726.0,927.0977723142314,26.7,35.8,1.2318
2004-07-03 23:00:00,2.1197207299750507,1088.1517828962717,225.95557631754008,10.165533171947732,985.0,120.0,742.0,103.0,1710.0,1035.5414895693566,25.2,42.7,1.3473
2004-07-04 00:00:00,1.9266082896872796,1217.0,197.47274045606142,12.3,1060.0,126.0,660.0,101.0,1840.0,1227.0,24.0,51.9,1.409284801534723
2004-07-04 01:00:00,1.0958021699964886,983.0,205.96124026812384,6.4,831.0,68.0,847.0,71.0,1585.0,887.0,26.437345109435398,44.4,1.3569432112436866
2004-07-04 02:00:00,1.1086469147905225,1007.0,186.30760806357074,7.2,864.0,65.0,816.0,71.0,1639.0,954.6991849280412,22.6,51.0,1.3805
2004-07-04 03:00:00,1.0219477815997093,957.0,197.22290006967967,6.1,816.0,84.78065886427547,851.6272657986526,67.1724460671505,1613.0,903.0,22.2,52.7,1.3891
2004-07-04 04:00:00,0.92888267902494,914.0,169.07809110439723,4.3,725.0,38.0,949.0,49.0,1550.0,780.0,21.2,56.8,1.4352142514153827
2004-07-04 05:00:00,1.176859276095053,886.0,137.7211467719251,3.8,702.0,31.0,971.0,43.0,1528.0,767.0,20.3,59.6,1.3994
2004-07-04 06:00:00,1.0542591113218702,899.0,154.84070043799466,4.0,708.0,40.0,972.0,44.0,1559.0,648.4191019567894,21.3,56.7,1.4178
2004-07-04 07:00:00,0.9563027082917919,942.0,94.74842518875246,4.2,723.0,36.0,968.0,42.0,1648.798752032577,698.0,23.0,54.6,1.5177
2004-07-04 08:00:00,1.0656209667646461,1022.0,63.4560679614285,6.1,817.0,64.0,835.0,69.0,1669.0,821.0,23.7,54.3,1.5731
2004-07-04 09:00:00,0.9986509668003591,1009.0,59.026472176057055,6.0,810.0,56.0,859.0,65.0,1634.0,772.0,25.4,49.3,1.5732
2004-07-04 10:00:00,0.9129062279111335,1025.0,94.61993524895931,5.9,809.0,56.0,877.0,68.0,1670.378678918714,690.0,29.6,47.74656102657506,1.544
2004-07-04 11:00:00,0.673484831766058,977.0,116.11591211163291,5.4,783.0,43.0,939.0,58.0,1543.0,586.0,33.25557375211392,26.2,1.3664
2004-07-04 12:00:00,0.7289744285744124,936.0,161.7223572324779,4.9,757.0,40.0,1007.0,52.0,1459.0,523.0,35.8,22.4,1.2933
2004-07-04 13:00:00,0.5416137593887602,884.0,155.39140243928804,3.9,703.0,34.0,1076.0,46.0,1394.0,488.0,37.9,18.8,1.222
2004-07-04 14:00:00,-0.12666796445269002,809.0,23.640542671201445,3.2,664.0,28.0,1185.0,40.0,1270.0,427.0,29.54052293773359,14.8,0.9942
2004-07-04 15:00:00,0.2366893627569997,852.0,41.28812903354185,4.141600924708114,718.0,32.0,1109.0,47.0,1307.0,468.0,30.365147794504836,14.5,1.0149
2004-07-04 16:00:00,0.623486524773526,872.0,78.10144974170393,4.0,708.0,39.0,1106.0,56.0,1331.0,489.0,38.9,15.6,1.0613
2004-07-04 17:00:00,0.9979975836158024,839.0,112.6409716294985,4.8,752.0,52.0,1109.4190535378125,64.0,1298.0,515.0,37.9,12.7,0.8211
2004-07-04 18:00:00,1.0895778942932115,854.0,84.80320078578303,5.5,902.7552226015204,60.0,1064.0,71.0,1507.9828064474775,562.0,35.8,13.4,0.7749
2004-07-04 19:00:00,1.4024537402524595,971.0,91.31805259644216,9.1,942.0,104.0,900.0,103.0,1541.0,776.0,32.3,19.7,0.9345
2004-07-04 20:00:00,1.6803041342261784,985.0,98.6945713836322,9.1,944.0,102.0,866.0,97.0,1541.0,833.0,30.1,25.087994051465934,0.9869
2004-07-04 21:00:00,1.856745038171206,1027.0,142.60579838288908,10.1,981.0,120.0,817.0,108.0,1631.0,1023.0,28.2,28.7,1.0806
2004-07-04 22:00:00,1.108696349258195,1012.0,117.10888542467829,7.4,876.0,89.0,853.0,87.0,1580.0,967.0,26.0,35.7,1.1842
2004-07-04 23:00:00,1.4679973243782913,1086.0,147.79479054610974,9.9,973.0,121.0,766.0,104.0,1656.0,1089.0,25.3,39.2,1.2452
2004-07-05 00:00:00,1.415792783947542,1042.1357145833106,153.74217946555157,9.0,919.6346838368877,107.0,790.0,93.0,1635.0,998.039577422813,24.7,38.7,1.1845
2004-07-05 01:00:00,0.5618338144118169,928.0759870890267,151.5348278936168,3.7,692.0,41.0,1034.0,55.0,1412.0,734.0,25.5,35.7,1.1499
2004-07-05 02:00:00,0.3323152996434309,839.0,137.8716122799674,3.0,652.0,34.0,1075.0,49.0,1405.0,671.0,22.5,43.2,1.1589
2004-07-05 03:00:00,0.519000587331905,814.0,134.05839100531824,4.071685156363439,618.0,104.2365582000105,1097.0,59.95917490623001,1400.0,696.0,21.6,46.1,1.1761
2004-07-05 04:00:00,0.727574521722057,905.6614836502908,166.0448359908097,2.6,624.0,41.0,1073.0,56.0,1422.0,729.0,19.7,51.4,1.1688
2004-07-05 05:00:00,0.6948800665899206,799.0,148.06767678909975,2.4,613.0,38.0,1120.0,43.0,1387.889346113304,637.826767814608,21.6,45.7,1.1665
2004-07-05 06:00:00,1.0189924380239372,879.0,122.54366339251965,5.6,821.8006543731541,59.0,906.0,57.0,1452.9403096907813,825.0,21.1,47.3,1.1654
2004-07-05 07:00:00,2.118199078392395,1104.0,153.06745635200537,14.3,1125.0,165.0,786.4687391095438,80.0,1655.9395678325423,1179.0,21.6,44.1,1.1269
2004-07-05 08:00:00,4.445120943345145,1404.8268264978003,193.87146394448126,27.7,1496.0,287.0,519.0,134.0,2240.248986104796,1651.0,23.7,44.61792820728305,1.0988
2004-07-05 09:00:00,3.4668835311210797,1226.0,194.04608954782694,19.1,1272.0,317.0,632.0,157.0,1901.0,1474.0,28.7562165937345,29.706721083691168,0.9953
2004-07-05 10:00:00,3.1250433938315565,1157.0,213.5838713060813,15.9,1176.0,330.0,691.0,175.0,1779.0,1370.0,30.6,23.2,1.001
2004-07-05 11:00:00,2.3717260031468084,1059.0,198.6121332427315,12.3,1060.0,204.0,798.0,147.0,1638.0,1255.0827920012716,34.1,19.1,1.0048
2004-07-05 12:00:00,2.3972805806391397,1076.0,173.55178164269552,12.2,1057.0,189.0,778.0,140.0,1633.0,1076.0,36.2,18.0,1.0636
2004-07-05 13:00:00,2.2300009736979374,1066.0,165.96877105329793,10.134757774881045,1041.0,165.0,783.0,137.0,1641.0,1036.0,37.4,17.3,1.0914
2004-07-05 14:00:00,2.323205221982477,1049.0,142.36472210240044,10.4,994.0,139.0,813.0,123.0,1580.0,703.177033354599,39.5,15.6,1.102
2004-07-05 15:00:00,2.5632572893731496,1097.0,148.0425464160253,12.7,1074.0,156.0,776.0,138.0,1671.0,730.1880581975342,40.4,14.9,1.1033
2004-07-05 16:00:00,3.0368701236611813,1087.0,126.26878001037446,9.866432006597506,1018.0,130.0,729.4339460421345,132.0,1624.0,883.0,40.1,16.1,1.3522968084744071
2004-07-05 17:00:00,4.138620859731429,1269.0,140.32965941843568,19.0,1269.0,173.0,633.0,174.0,1942.0,1221.0,40.79159520552243,18.9,1.3251
2004-07-05 18:00:00,5.000675457414147,1328.0,144.64922439177434,24.1,1405.0,302.0,584.0,203.0,2072.0,1518.0,37.3,19.9,1.2437
2004-07-05 19:00:00,4.328607205369536,1200.0,149.4739492944328,19.1,1270.0,239.0,654.0,176.0,1906.0,1264.0,33.6,22.9,1.1747
2004-07-05 20:00:00,3.2456335963867664,1098.0,135.77260251065707,13.6,1105.0,139.0,732.0,125.0,1768.0,1061.0,30.7,28.9,1.2501
2004-07-05 21:00:00,2.6642264033169076,1058.0,132.62184066168172,10.7,964.8008996284724,92.0,871.739225037716,98.0,1684.0,947.0,28.8,32.8,1.2776
2004-07-05 22:00:00,2.593901472435734,1081.0,89.51637632340378,11.3,1025.0,104.0,738.0,103.0,1757.0,1059.0,27.3,36.8,1.3207
2004-07-05 23:00:00,2.474536848986505,1062.0,97.30490399770669,9.6,962.0,108.0,776.0,104.0,1674.0,990.889812407055,26.421186527182947,39.7,1.3249
2004-07-06 00:00:00,2.1664449953068106,1078.0,128.4941663269387,9.8,971.0,107.0,752.0,105.0,1694.0,1065.0,25.4,43.0,1.37
2004-07-06 01:00:00,2.109684078809262,917.0,180.90138028904383,6.361738868042796,761.0,55.0,931.0,75.0,1497.0,893.0,25.8,41.0,1.3461
2004-07-06 02:00:00,1.6295357710380083,881.0,184.55802969321434,4.1,718.0,43.0,965.0,60.0,1510.0,837.0,23.3,48.4,1.3677
2004-07-06 03:00:00,1.1706777381874398,865.0,200.06267823666295,4.333687873671837,671.0,33.11891652102506,990.771212318699,71.30706229486239,1477.0,807.0,23.5,47.8,1.3607
2004-07-06 04:00:00,1.5976536780062471,829.0,133.12838172926612,2.2,602.0,23.0,1123.0,36.0,1410.0,596.0,23.5,46.7,1.3361
2004-07-06 05:00:00,1.628747004979945,913.0,119.55694547415624,4.6,737.7812894054387,65.0,931.0,66.0,1432.4075842887562,884.0,21.8,48.50092515452827,1.3539
2004-07-06 06:00:00,1.744113868066444,1077.0,118.11621412744998,10.2,985.0,165.0,742.0,97.0,1681.2183134744196,1170.0,21.8,52.5,1.3529
2004-07-06 07:00:00,3.1939830445603397,1337.0,162.34602270468181,23.3,1386.0,274.0,565.0,115.0,2196.0,1596.0,22.9,49.1,1.3546
2004-07-06 08:00:00,4.421730089050355,1467.0,172.7790419999598,31.0,1575.0,369.0,472.0,145.0,2460.0,1873.0,24.9,50.13367732174515,1.3422
2004-07-06 09:00:00,2.9907814354394002,1257.0,139.15567451148593,17.6,1227.0,308.0,611.0,162.0,1954.0,1608.0,25.64388457657691,39.4,1.3556
2004-07-06 10:00:00,2.2968693041057504,1227.0,116.69589582772986,14.3,1125.0,227.0,675.0,147.0,1835.0,1470.0,30.5,32.9,1.4135
2004-07-06 11:00:00,2.121517416671175,1188.0,120.41577614753479,13.7,1108.0,178.0,693.0,132.0,1818.0,1275.0,33.06911089186646,27.2,1.4404
2004-07-06 12:00:00,2.912802234279612,1301.0,161.03738562146083,19.3,1276.0,267.0,631.0,179.0,1953.0,1407.0,38.2,20.9,1.3701
2004-07-06 13:00:00,3.1013392736880956,1201.0,154.4715917136863,19.3,1278.0,278.0,598.563433314296,174.0,1892.0,1302.0,39.6,16.81490786034925,1.2028
2004-07-06 14:00:00,2.5475864081967985,1058.0,135.39214236088367,11.3,1026.0,165.0,819.2941770235675,132.0,1622.0,931.0,39.9,15.8,1.141
2004-07-06 15:00:00,2.72176106846958,1037.0,205.8686305295405,12.7,1075.0,172.0,789.0,151.0,1604.0,917.0,40.2,13.9,1.02
2004-07-06 16:00:00,2.9841998567742314,1055.0,291.99508740979354,15.3,1157.0,216.0,762.0,168.0,1674.0,985.0,38.369188799772274,13.2,0.9332
2004-07-06 17:00:00,3.72755681559301,1145.6035556444203,289.97980829933067,22.5,1364.0,306.0,661.0,192.0,1845.0,1265.0,39.5,12.6,0.8894
2004-07-06 18:00:00,4.963926222933825,1298.0,255.09690108032612,25.0,1387.3019033713701,317.0,580.2108092180965,194.0,1946.0,2475.0,26.509476450385556,13.9,0.9015
2004-07-06 19:00:00,3.7688142549617396,1213.0,193.2185931992771,21.1,1327.0,251.0,660.9010217952392,155.0,1864.0,2021.0,34.2,17.9,0.9444
2004-07-06 20:00:00,3.6272677046888413,1233.0,172.88451661410153,23.8,1398.0,230.0,613.0,159.0,1975.0,1834.0,32.6,20.6,1.0922904898966532
2004-07-06 21:00:00,2.519809122996266,1327.144732739501,138.65301826792196,14.9,1145.0,154.0,737.0,125.0,1717.0,1426.0,30.4,23.2,0.9889
2004-07-06 22:00:00,2.2550983626788943,1056.0,151.14949361815619,12.847231067026541,1078.0,137.0,765.0,108.0,1668.0,1272.0,28.8,25.1,0.9793
2004-07-06 23:00:00,1.7011178722924876,1138.0,132.70456693487003,12.241003106330597,1128.0,133.0,681.0,110.0,1737.0,1277.0251309770672,27.8,29.9,1.1018
2004-07-07 00:00:00,2.2865247851900214,1112.0,136.90175838493107,14.3,1101.9860288391512,117.0,675.0,99.0,1771.0,1440.0,27.324215631616564,32.6,1.1381
2004-07-07 01:00:00,1.4334952564427523,992.0,124.89104928377665,9.2,948.0,106.0,773.0,95.0,1595.337159534872,1271.0,26.3,33.7,1.1377
2004-07-07 02:00:00,1.0015516386372392,895.0,114.8736353668628,5.1,767.0,55.0,931.0,69.0,1463.0,985.0,25.7,33.9,1.1065
2004-07-07 03:00:00,0.6057979555968653,843.0,154.69721403826887,3.0,655.0,78.66605375457172,988.3939761360192,70.98984198909332,1377.0,826.0,24.8,36.0,1.1109
2004-07-07 04:00:00,0.7274615861511575,828.0,220.07926560085127,2.6,626.0,27.0,1073.0,45.0,1362.0,754.0,25.5,34.6,1.1096
2004-07-07 05:00:00,0.6333911373121313,885.6361149771051,181.1756644093664,4.0,709.0,46.0,997.0,53.0,1432.0,853.0,24.420255373348166,37.8,1.1077
2004-07-07 06:00:00,1.7231975694859467,1072.0,193.02700398043422,10.40013167344111,976.0,144.0,740.0,88.0,1673.0,1340.0,23.9,39.3,1.1522
2004-07-07 07:00:00,3.6457224111948374,1425.0,260.62894115079104,27.3,1486.0,392.0,512.0,136.0,2305.0,1869.0,24.8,38.4,1.1808
2004-07-07 08:00:00,4.432361900647564,1428.0,265.2583001045416,27.9,1593.5540862940015,358.0,496.0,141.0,2275.0,2021.0,26.9,34.4,1.2036
2004-07-07 09:00:00,4.627440524473036,1359.0,246.05150601108812,24.5,1541.6620447671983,381.0,572.0,189.0,2081.0,1902.0,26.4092253698628,32.52775968842734,1.1417908214396848
2004-07-07 10:00:00,3.360564010149157,1182.0,214.87695483238622,14.2,1122.0,261.0,730.0,166.0,1707.0,1531.5622077308487,34.6,21.1,1.1883394279127024
2004-07-07 11:00:00,2.8692062459446683,1117.0,214.38992347220585,11.9,1045.0,207.0,797.9960568599045,154.0,1623.0,1260.0,38.3,17.0,1.2528468826840213
2004-07-07 12:00:00,2.8991172937825285,1119.0,213.426025513649,13.1,1088.0,155.0,741.0,149.0,1698.1524661233464,1124.0,40.4,14.5,1.0736
2004-07-07 13:00:00,2.6961549709205705,1068.0,241.91695292137882,15.1,1152.0,193.0,739.0,142.0,1683.0,1309.0,42.6,9.6,0.8012
2004-07-07 14:00:00,3.0762833194147383,1090.0,181.9240666157823,14.1,1120.0,195.0,743.0,130.0,1629.0,1283.0,42.5,6.529030893973719,0.8478
2004-07-07 15:00:00,1.8812436229587568,1056.0,91.75301486844178,11.3,1024.0,159.0,792.0,121.0,1555.0,1068.0,41.0,11.6,0.8872
2004-07-07 16:00:00,1.8018051596340467,1060.1342669559242,85.92562137398083,12.240803425824799,1007.0,120.0,799.0,116.0,1546.0,937.0,41.3,13.0,1.0154
2004-07-07 17:00:00,3.142556108231976,1214.6446820911021,127.5176583665656,21.5,1339.0,228.0,635.0,177.0,1925.0,1416.0,39.2,14.563345131612039,1.1537718086939535
2004-07-07 18:00:00,4.173573942087016,1348.0,177.07771424268563,21.8,1347.0,348.0,599.0,233.0,1903.0,1611.0,36.9,14.65393740689661,1.096
2004-07-07 19:00:00,5.238451953704969,1502.0,245.76277709593916,29.8,1546.0,337.0,538.0,223.0,2199.0,1919.0,35.6,20.4,1.1646
2004-07-07 20:00:00,4.124589909749206,1373.0,242.0709043709525,22.5,1364.0,282.0,597.0,184.0,2005.0,1701.478050681088,33.7,21.809019219495845,1.1658
2004-07-07 21:00:00,3.728279563066619,1397.0,245.3184215226675,21.8,1346.0,228.0,580.0,165.0,2017.0,1837.0,31.5,27.8,1.2671
2004-07-07 22:00:00,2.997046060129946,1286.0,183.1042649670059,17.1,1214.0,168.0,620.0,132.0,1880.0,1759.0,31.1,29.3,1.3055
2004-07-07 23:00:00,2.3961618125783213,1222.0,177.8824379975678,15.4,1161.0,173.0,661.0,122.0,1827.0,1462.3445761974206,30.2,30.9,1.3026
2004-07-08 00:00:00,1.8024279838129338,1069.0,119.62475623525332,10.2,983.0,87.0,749.0,88.0,1627.0,1357.0,29.8,30.2,1.2502
2004-07-08 01:00:00,1.0785833010068266,1011.0,92.99074280292336,7.2,864.0,65.0,809.0,79.0,1532.0,1231.0,28.4,32.5,1.2361
2004-07-08 02:00:00,-0.12350007695607745,962.0,29.507288488949953,1.8390887469832844,803.0,43.0,853.0,60.0,1507.0,1066.0,27.5,34.0,1.231
2004-07-08 03:00:00,0.21847103714287464,919.0,49.380883719324146,4.2,723.0,61.79332506087195,910.0,65.63980385451134,1443.0,992.0,24.276567902361187,35.3,1.2243
2004-07-08 04:00:00,0.31379426364808105,969.0,96.70361539334715,5.1,769.0,43.0,866.0,60.0,1485.0,1063.0,24.5,40.4,1.2251
2004-07-08 05:00:00,0.6130184330863802,986.0,130.44424127795378,5.4,784.0,66.0,839.0,74.0,1503.0,1204.0,25.6,38.8,1.2340200957258276
2004-07-08 06:00:00,0.6177378855396038,990.0,123.51614524651924,6.2,821.0,57.0,848.0,62.0,1511.0,1079.0,27.5,34.66039484379169,1.2518
2004-07-08 07:00:00,1.8559388229463563,1296.0,93.72978010866304,16.9,1208.0,231.0,603.0,115.0,1914.0,1593.0,25.9,37.4,1.2289
2004-07-08 08:00:00,2.9061124102345897,1371.0,124.3988848219966,23.2,1384.0,219.0,545.0,119.0,2058.1842908487624,1745.0,28.5,32.5,1.1269903922441697
2004-07-08 09:00:00,2.8702576849651127,1385.0,125.36616183176967,22.69979132492724,1240.0,288.0,596.0,155.0,1919.0,1847.0,27.26629270332422,32.7,1.3229
2004-07-08 10:00:00,2.8895835345292324,1381.0,128.7953714096205,17.6,1227.0,312.0,595.0,162.0,1903.0,1845.0,29.8,33.1,1.3693
2004-07-08 11:00:00,4.165150135229142,1396.0,132.00726533296387,20.32816849365445,1306.0,361.0,587.0,189.0,1934.0,1886.0,33.4,26.8,1.3586
2004-07-08 12:00:00,1.2419756405422104,1070.0,111.73652403655754,10.6,1000.0,147.0,801.0,115.0,1538.0,1039.0,31.7086378844402,15.8,1.1604
2004-07-08 13:00:00,1.3877192959606655,1076.0,94.64921974302388,9.9,972.0,111.0,819.0,109.0,1525.0,923.0,41.8,15.0,1.1989
2004-07-08 14:00:00,1.5624283238593346,1126.0,125.51904648244275,10.7,1004.0,98.0,788.0,108.0,1609.0,926.0,41.1,15.7,1.2071
2004-07-08 15:00:00,1.885475793529377,1219.6880072477138,199.35409800035973,16.5,1196.0,156.0,673.0,145.0,1775.0,1277.0,41.9,14.8,1.1944
2004-07-08 16:00:00,2.2926622356160973,1202.0,159.1642924396553,16.9,1206.0,213.0,671.0,167.0,1807.0,1301.0,40.9,14.6,1.3025747586464798
2004-07-08 17:00:00,3.2599163134159688,1308.0,240.84752971777598,20.5,1310.0,250.0,551.9881236568575,200.0,1891.0,1385.0,39.1,16.9,1.1705
2004-07-08 18:00:00,3.7646273403194987,1440.0,228.1868769078628,19.4,1378.3176462091549,253.0,580.0,178.0,2021.0,1474.0,36.4,27.3,1.6308
2004-07-08 19:00:00,5.231611980986641,1611.0,125.2539119751672,32.63151467506625,1552.0,317.0,487.0,206.0,2371.0,1948.0,34.9,29.3,1.611948334416959
2004-07-08 20:00:00,4.2426197229682865,1387.0,97.36271354867043,24.6,1419.0,309.0,559.0,192.0,2113.0,1711.885471821507,33.6,26.4,1.3515
2004-07-08 21:00:00,3.3433323462883013,1268.0,104.86073298832505,16.9,1206.0,201.0,648.0,137.0,1900.0,1434.0,32.2,24.21004485425501,1.3044
2004-07-08 22:00:00,2.987103019431961,1228.1141617494652,126.62192483230871,15.8,1175.0,173.0,728.1892004229497,128.0,1834.0,1424.0,30.5,28.454708178154323,1.2742
2004-07-08 23:00:00,2.7903406766724483,1302.0,149.51218114250582,16.6,1198.0,156.0,679.9921092281495,121.0,1934.0,1376.2923798782958,29.4,35.6,1.4383
2004-07-09 00:00:00,3.4293526417511764,1347.0,197.15260480178316,19.19951098140097,1282.0,190.0,575.0,136.0,1996.0,1661.0,29.1,34.8,1.38
2004-07-09 01:00:00,2.870307129967724,1355.0,202.24565381366097,16.6,1198.0,129.0,564.0,109.0,1905.0,1714.0,27.7,41.9,1.537
2004-07-09 02:00:00,1.7339834428029128,1023.0,143.08971595911106,6.2,822.0,65.0,823.0,74.0,1585.0,1050.0,27.9,41.6,1.5425
2004-07-09 03:00:00,0.7291064805980008,903.0,130.66357878112342,2.7,631.0,-60.246580358759246,1070.0,65.39265352727207,1458.0,550.0,27.8,43.96815906637973,1.6039
2004-07-09 04:00:00,0.6842195655669432,876.0,131.87589065584078,2.3,605.0,29.0,1144.0,40.0,1432.0,456.0,27.4,42.2,1.5177
2004-07-09 05:00:00,0.8705414618625251,932.0,139.79152659542697,3.9,707.0,58.0,1011.0,61.0,1509.0,554.0,26.6,42.8,1.5101248414089556
2004-07-09 06:00:00,1.537020090348618,1020.0,159.8638770558316,7.2,866.0,92.0,847.0,83.0,1636.0,744.0,26.9,40.3,1.4041
2004-07-09 07:00:00,2.0463635749033373,1264.0,145.85016490701955,18.1,1241.0,228.0,609.0,129.0,1989.0,1058.3938169398198,27.0,37.3,1.3390006290197316
2004-07-09 08:00:00,2.0122178586170527,1179.0,137.31176449088443,15.1,1153.0,172.0,654.0,119.64621165510071,1877.0,1096.0,27.0,35.3,1.2396
2004-07-09 09:00:00,2.040005575683361,1079.0,183.2561706722153,9.7,966.0,154.0,785.0,115.0,1727.956314960214,927.0,27.4,32.0,1.1545
2004-07-09 10:00:00,1.9385588346770803,1036.0,196.4174195204303,9.4,955.0,166.0,829.0,130.0,1527.0,840.0,30.5,24.7,1.0860078596176652
2004-07-09 11:00:00,1.6629374237480803,1002.0,138.18338618245056,9.6,964.0,149.0,828.0,137.0,1546.0,786.0,32.9,12.11717474998349,0.9902
2004-07-09 12:00:00,1.4158906008851,995.0,126.24626528356987,9.5,959.0,111.0,856.0,116.0,1544.0,690.0,33.9,18.4,0.9587
2004-07-09 13:00:00,2.234681173230014,1008.0,128.25489256139463,9.6,962.0,145.0,845.0,129.0,1545.0,742.0,30.50301546679112,19.3,0.9121742777682104
2004-07-09 14:00:00,1.6239255141036617,978.0,119.5294464149584,9.6,962.0,105.0,922.0251792379042,117.0,1527.0,680.0,28.052570119180192,19.6,1.0399
2004-07-09 15:00:00,2.233869683316539,989.0,98.82903001308469,9.368321205583584,990.0,113.0,822.0,138.0,1577.0,705.0,33.2,20.4,1.0195
2004-07-09 16:00:00,1.98860255238777,961.0,77.30083348544257,10.2,985.0,115.0,845.0,139.0,1554.0,677.0,32.4,19.1,0.915
2004-07-09 17:00:00,1.972148666349179,1009.0,86.07555097024164,9.69285492984352,1116.0,202.0,779.0,180.0,1602.0,877.0,24.98443670619006,17.1,0.8124
2004-07-09 18:00:00,1.8427056402138253,970.0,43.71416246373636,14.0,1117.0,180.0,786.0,162.0,1579.0,844.0,31.0,17.1,0.7526
2004-07-09 19:00:00,2.090698834124458,1097.0,80.79087398828926,16.6,1147.0768310787023,190.0,699.0,158.0,1738.0,1006.0,28.3,24.9,0.9412
2004-07-09 20:00:00,2.3944170678793992,1106.4353662892095,97.44090770774919,13.6,1105.0,207.0,723.0,162.0,1675.3607156939959,987.0,26.6,30.2,1.033
2004-07-09 21:00:00,2.0206033981274945,1036.0,114.85661735762318,11.42591889203541,986.0,113.0,776.0,112.0,1540.6608802096973,868.0,24.8,36.8,1.1357
2004-07-09 22:00:00,1.7611647647861712,1049.0,108.48615988288034,9.5,958.0,98.0,794.0,104.0,1648.0,860.4167159024374,23.7,43.4,1.2495
2004-07-09 23:00:00,2.315976297953577,1147.0,128.02291472711033,11.8,1043.0,152.0,727.0,125.0,1719.0,1042.0,23.0,46.2,1.2815
2004-07-10 00:00:00,2.233836207953269,1118.0,144.31798797752325,13.0,957.786511152657,161.0,694.0,127.0,1582.4143593569183,1080.0,22.7,47.7,1.2977
2004-07-10 01:00:00,1.6831468553788969,1016.0,153.47306293659855,9.6,963.0,91.0,776.0,95.0,1661.0,993.6168016892999,22.2,49.5,1.3081
2004-07-10 02:00:00,0.7886829411040328,940.0,107.55601265822094,6.7,845.0,57.0,845.0,70.0,1539.0,704.0,21.6,52.080183429604425,1.3254
2004-07-10 03:00:00,0.12151656868267291,836.0,117.54026533666712,3.9557205255411603,643.0,49.87059574536144,1114.0,50.16760343215698,1405.0,522.0,21.03856881624943,50.4,1.335704864202856
2004-07-10 04:00:00,0.5926798799574706,831.0,148.4424372037092,2.6,626.0,22.0,1126.0,33.0,1406.0,484.0,22.4,49.7,1.3333
2004-07-10 05:00:00,0.9291694379841515,877.0,123.09455858865911,4.0,711.0,41.0,1018.0,45.0,1475.0,580.0,21.7,52.0,1.3313
